Date,Adj Close,Close,High,Low,Open,Volume,Ticker
2019-01-02,3.3730525970458984,3.4054999351501465,3.4619998931884766,3.2512500286102295,3.2660000324249268,508752000,NVDA
2019-01-03,3.169261932373047,3.1997499465942383,3.378999948501587,3.1922500133514404,3.344749927520752,705552000,NVDA
2019-01-04,3.3723092079162598,3.404750108718872,3.4432499408721924,3.242500066757202,3.2734999656677246,585620000,NVDA
2019-01-07,3.55084228515625,3.5850000381469727,3.6222500801086426,3.410749912261963,3.4625000953674316,709160000,NVDA
2019-01-08,3.462441921234131,3.4957499504089355,3.6695001125335693,3.422499895095825,3.667249917984009,786016000,NVDA
2019-01-09,3.5305373668670654,3.564500093460083,3.6122500896453857,3.496500015258789,3.547499895095825,617260000,NVDA
2019-01-10,3.596156597137451,3.6307499408721924,3.6394999027252197,3.4839999675750732,3.5450000762939453,523156000,NVDA
2019-01-11,3.6852986812591553,3.720750093460083,3.7437500953674316,3.5802500247955322,3.6082499027252197,874764000,NVDA
2019-01-14,3.7251646518707275,3.760999917984009,3.7864999771118164,3.64424991607666,3.6679999828338623,730168000,NVDA
2019-01-15,3.711050510406494,3.7467501163482666,3.833750009536743,3.728250026702881,3.7939999103546143,617012000,NVDA
2019-01-16,3.6855461597442627,3.7209999561309814,3.807499885559082,3.7155001163482666,3.774250030517578,470104000,NVDA
2019-01-17,3.75685977935791,3.7929999828338623,3.833250045776367,3.660249948501587,3.6877501010894775,493436000,NVDA
2019-01-18,3.885868787765503,3.9232499599456787,3.94950008392334,3.791249990463257,3.843250036239624,651336000,NVDA
2019-01-22,3.6838128566741943,3.719249963760376,3.9045000076293945,3.6887500286102295,3.8927500247955322,661552000,NVDA
2019-01-23,3.6966891288757324,3.7322499752044678,3.864500045776367,3.7007501125335693,3.7750000953674316,591020000,NVDA
2019-01-24,3.90840220451355,3.946000099182129,3.963749885559082,3.8127501010894775,3.817500114440918,708972000,NVDA
2019-01-25,3.965602159500122,4.003749847412109,4.021999835968018,3.7825000286102295,3.885999917984009,1154572000,NVDA
2019-01-28,3.4173760414123535,3.4502499103546143,3.5409998893737793,3.2750000953674316,3.413749933242798,2511528000,NVDA
2019-01-29,3.258652448654175,3.2899999618530273,3.452500104904175,3.27524995803833,3.403749942779541,1153932000,NVDA
2019-01-30,3.4020235538482666,3.4347500801086426,3.4492499828338623,3.2864999771118164,3.3667500019073486,974228000,NVDA
2019-01-31,3.5595083236694336,3.59375,3.6297500133514404,3.4094998836517334,3.43149995803833,842852000,NVDA
